,Name,Team,Season,Pos,Salary,Age,Height (cm),Weight (kg),GP,PTS,REB,AST,+/-,ORB%,DRB%,USG%,TS%,AST%,W-L,W-L%,TG,Cap,GP%,Cap%
136,Glenn Robinson,MIL,2000, SF,7250000,27,200.66,104.32616,81,20.9,6.0,2.4,1.8,0.043,0.149,0.273,0.534,0.112,42-40,0.512,82,34000000,0.9878048780487805,0.21323529411764705
137,Vin Baker,SEA,2000, PF,9000000,28,210.82,113.398,79,16.6,7.7,1.9,0.4,0.087,0.148,0.238,0.5,0.086,45-37,0.549,82,34000000,0.9634146341463414,0.2647058823529412
138,Greg Foster,SEA,2000, C,857000,31,210.82,113.398,60,3.4,1.8,0.7,-0.3,0.025,0.137,0.168,0.43,0.091,45-37,0.549,82,34000000,0.7317073170731707,0.025205882352941175
139,Gary Payton,SEA,2000, PG,11020000,31,193.04,81.64656,82,24.2,6.5,8.9,2.9,0.032,0.139,0.268,0.535,0.368,45-37,0.549,82,34000000,1.0,0.3241176470588235
140,Brent Barry,SEA,2000, SG,3960000,28,198.12,88.45044,80,11.8,4.7,3.6,0.6,0.02,0.133,0.15,0.609,0.157,45-37,0.549,82,34000000,0.975609756097561,0.11647058823529412
141,Rasheed Wallace,POR,2000, PF,10800000,25,210.82,102.0582,81,16.4,7.0,1.8,9.5,0.057,0.172,0.219,0.556,0.085,59-23,0.72,82,34000000,0.9878048780487805,0.3176470588235294
142,Scottie Pippen,POR,2000, SF,14795000,34,200.66,103.418976,82,12.5,6.3,5.0,7.5,0.051,0.162,0.195,0.533,0.233,59-23,0.72,82,34000000,1.0,0.4351470588235294
143,Jermaine O'Neal,POR,2000, C,5075000,21,210.82,102.511792,70,3.9,3.3,0.3,2.9,0.137,0.173,0.167,0.515,0.036,59-23,0.72,82,34000000,0.8536585365853658,0.14926470588235294
144,Damon Stoudamire,POR,2000, PG,10125000,26,177.8,77.564232,78,12.5,3.1,5.2,7.4,0.031,0.085,0.212,0.508,0.269,59-23,0.72,82,34000000,0.9512195121951219,0.2977941176470588
145,Bonzi Wells,POR,2000, SG,1428000,23,195.58,95.25432,66,8.8,2.8,1.5,6.2,0.089,0.102,0.252,0.54,0.153,59-23,0.72,82,34000000,0.8048780487804879,0.042
146,Mike Miller,ORL,2001, SG,2320000,21,203.2,98.883056,82,11.9,4.0,1.7,2.6,0.03,0.122,0.183,0.541,0.095,43-39,0.524,82,35500000,1.0,0.06535211267605634
147,Monty Williams,ORL,2001, SF,548000,29,203.2,102.0582,82,5.0,3.0,1.0,-6.6,0.08,0.145,0.191,0.485,0.122,43-39,0.524,82,35500000,1.0,0.01543661971830986
148,Pat Garrity,ORL,2001, PF,1019000,24,205.74,107.954896,76,8.3,2.8,0.7,-1.6,0.034,0.119,0.192,0.507,0.056,43-39,0.524,82,35500000,0.926829268292683,0.028704225352112676
149,John Amaechi,ORL,2001, PF,598000,30,208.28,122.46984,82,7.9,3.3,0.9,-5.3,0.048,0.128,0.219,0.455,0.074,43-39,0.524,82,35500000,1.0,0.016845070422535212
150,Troy Hudson,ORL,2001, PG,523000,25,185.42,77.11064,75,4.8,1.4,2.2,-5.1,0.041,0.075,0.22,0.427,0.269,43-39,0.524,82,35500000,0.9146341463414634,0.014732394366197183
151,Tracy McGrady,ORL,2001, SG,9658000,22,203.2,95.25432,77,26.8,7.5,4.6,4.5,0.067,0.142,0.311,0.521,0.218,43-39,0.524,82,35500000,0.9390243902439024,0.27205633802816903
152,Andrew DeClercq,ORL,2001, C,1920000,28,208.28,115.66596,67,3.9,3.5,0.5,7.4,0.111,0.179,0.137,0.57,0.049,43-39,0.524,82,35500000,0.8170731707317073,0.054084507042253524
153,Bo Outlaw,ORL,2001, PF,4500000,30,203.2,95.25432,80,7.3,7.7,2.8,4.1,0.092,0.183,0.107,0.623,0.128,43-39,0.524,82,35500000,0.975609756097561,0.1267605633802817
156,Don Reid,ORL,2001, F,548000,27,203.2,113.398,64,3.3,3.8,0.3,-0.3,0.12,0.229,0.129,0.59,0.044,43-39,0.524,82,35500000,0.7804878048780488,0.01543661971830986
157,Mike Smith,WAS,2001, F,316000,25,203.2,88.45044,17,3.0,1.3,0.6,-8.5,0.061,0.084,0.177,0.386,0.093,19-63,0.232,82,35500000,0.2073170731707317,0.008901408450704225
158,Richard Hamilton,WAS,2001, SG,1973000,23,198.12,83.91452,78,18.1,3.1,2.9,-7.2,0.034,0.076,0.281,0.508,0.172,19-63,0.232,82,35500000,0.9512195121951219,0.05557746478873239
159,Popeye Jones,WAS,2001, PF,2815000,31,203.2,113.398,45,3.6,4.9,0.7,-3.1,0.141,0.267,0.134,0.457,0.075,19-63,0.232,82,35500000,0.5487804878048781,0.07929577464788733
160,Hubert Davis,WAS,2001, SG,752000,31,195.58,83.007336,66,7.9,2.1,1.7,-0.1,0.019,0.073,0.144,0.569,0.104,19-63,0.232,82,35500000,0.8048780487804879,0.021183098591549297
161,Jahidi White,WAS,2001, C,3922000,25,205.74,131.54168,68,8.6,7.7,0.3,-7.3,0.131,0.255,0.192,0.535,0.021,19-63,0.232,82,35500000,0.8292682926829268,0.11047887323943661
162,Laron Profit,WAS,2001, SG,508000,23,195.58,92.532768,35,4.3,1.8,2.5,-5.9,0.035,0.088,0.151,0.47,0.224,19-63,0.232,82,35500000,0.4268292682926829,0.014309859154929577
163,Loy Vaught,WAS,2001, F,4812000,33,205.74,108.86208,51,3.3,3.4,0.5,-6.0,0.107,0.263,0.165,0.484,0.068,19-63,0.232,82,35500000,0.6219512195121951,0.1355492957746479
164,Tyrone Nesby,WAS,2001, F,2990000,25,198.12,111.13004,62,8.3,2.8,1.2,-6.5,0.037,0.093,0.184,0.444,0.082,19-63,0.232,82,35500000,0.7560975609756098,0.08422535211267605
165,Christian Laettner,WAS,2001, PF,6625000,31,210.82,111.13004,78,9.3,4.7,1.6,-2.4,0.085,0.173,0.211,0.568,0.126,19-63,0.232,82,35500000,0.9512195121951219,0.18661971830985916
166,Chris Whitney,WAS,2001, PG,2370000,29,182.88,79.3786,59,9.5,1.8,4.2,-7.7,0.009,0.075,0.182,0.537,0.273,19-63,0.232,82,35500000,0.7195121951219512,0.06676056338028169
167,Courtney Alexander,WAS,2001, SG,1319000,24,195.58,92.98636,65,9.5,2.2,1.0,-10.1,0.036,0.085,0.232,0.484,0.083,19-63,0.232,82,35500000,0.7926829268292683,0.03715492957746479
168,David Vanterpool,WAS,2001, G,80000,28,195.58,90.7184,22,5.5,1.7,3.0,-1.3,0.043,0.064,0.181,0.462,0.254,19-63,0.232,82,35500000,0.2682926829268293,0.0022535211267605635
169,Mikki Moore,DET,2001, C,2848000,25,213.36,104.32616,81,4.4,3.9,0.4,-2.8,0.114,0.187,0.151,0.552,0.049,32-50,0.39,82,35500000,0.9878048780487805,0.08022535211267606
170,Mateen Cleaves,DET,2001, PG,1253000,23,187.96,92.98636,78,5.4,1.7,2.7,-2.4,0.022,0.091,0.205,0.458,0.281,32-50,0.39,82,35500000,0.9512195121951219,0.03529577464788732
171,Michael Curry,DET,2001, SF,2200000,32,195.58,95.25432,68,5.2,1.8,1.9,-3.6,0.015,0.077,0.124,0.507,0.138,32-50,0.39,82,35500000,0.8292682926829268,0.061971830985915494
172,Jerry Stackhouse,DET,2001, SF,5000000,26,198.12,98.883056,80,29.8,3.9,5.1,-1.2,0.032,0.073,0.348,0.521,0.258,32-50,0.39,82,35500000,0.975609756097561,0.14084507042253522
173,Joe Smith,DET,2001, PF,2250000,25,208.28,102.0582,69,12.3,7.1,1.1,-0.1,0.086,0.188,0.22,0.475,0.069,32-50,0.39,82,35500000,0.8414634146341463,0.06338028169014084
174,John Wallace,DET,2001, SF,2200000,27,205.74,102.0582,40,5.9,2.1,0.6,-8.8,0.049,0.121,0.234,0.463,0.082,32-50,0.39,82,35500000,0.4878048780487805,0.061971830985915494
175,Kornel David,DET,2001, F,498000,29,205.74,104.32616,27,2.3,1.9,0.3,-9.1,0.077,0.2,0.142,0.547,0.057,32-50,0.39,82,35500000,0.32926829268292684,0.014028169014084506
176,Jud Buechler,DET,2001, G,3259000,33,198.12,103.418976,57,3.4,1.6,0.7,0.0,0.029,0.111,0.114,0.568,0.083,32-50,0.39,82,35500000,0.6951219512195121,0.09180281690140846
177,Chucky Atkins,DET,2001, PG,3000000,26,180.34,72.57472,81,12.0,2.1,4.1,-1.2,0.013,0.067,0.213,0.481,0.234,32-50,0.39,82,35500000,0.9878048780487805,0.08450704225352113
178,Brian Cardinal,DET,2001, PF,316000,24,203.2,111.13004,15,2.1,1.5,0.2,-14.2,0.068,0.14,0.162,0.398,0.052,32-50,0.39,82,35500000,0.18292682926829268,0.008901408450704225
179,Ben Wallace,DET,2001, PF,4000000,26,205.74,108.86208,80,6.4,13.2,1.5,1.0,0.116,0.293,0.105,0.471,0.067,32-50,0.39,82,35500000,0.975609756097561,0.11267605633802817
180,Corliss Williamson,DET,2001, PF,3997000,27,200.66,111.13004,69,11.6,4.7,0.9,2.6,0.068,0.133,0.222,0.533,0.066,32-50,0.39,82,35500000,0.8414634146341463,0.11259154929577465
181,Dana Barros,DET,2001, PG,3700000,34,180.34,73.935496,60,8.0,1.6,1.8,-3.6,0.006,0.091,0.202,0.534,0.187,32-50,0.39,82,35500000,0.7317073170731707,0.10422535211267606
182,Milt Palacio,BOS,2001, PG,326000,23,190.5,88.45044,58,5.9,1.8,2.6,-0.8,0.024,0.08,0.155,0.556,0.234,36-46,0.439,82,35500000,0.7073170731707317,0.009183098591549296
183,Mark Blount,BOS,2001, C,423000,25,213.36,104.32616,64,3.9,3.6,0.5,-2.0,0.1,0.147,0.123,0.541,0.049,36-46,0.439,82,35500000,0.7804878048780488,0.011915492957746479
184,Paul Pierce,BOS,2001, SF,1608000,23,198.12,104.32616,82,25.3,6.4,3.1,-1.3,0.034,0.167,0.306,0.563,0.166,36-46,0.439,82,35500000,1.0,0.045295774647887324
185,Randy Brown,BOS,2001, G,2250000,33,187.96,86.18248,54,4.1,1.8,2.9,-1.5,0.021,0.078,0.115,0.438,0.197,36-46,0.439,82,35500000,0.6585365853658537,0.06338028169014084
186,Jerome Moiso,BOS,2001, C,1461000,23,208.28,105.233344,24,1.5,1.8,0.1,-2.2,0.091,0.273,0.187,0.422,0.043,36-46,0.439,82,35500000,0.2926829268292683,0.04115492957746479
187,Kenny Anderson,BOS,2001, PG,7520000,30,185.42,76.203456,33,7.5,2.2,4.1,-3.3,0.021,0.082,0.164,0.476,0.261,36-46,0.439,82,35500000,0.4024390243902439,0.21183098591549296
188,Vitaly Potapenko,BOS,2001, C,4286000,26,208.28,129.27372,82,7.5,6.0,0.8,-2.2,0.121,0.192,0.166,0.517,0.059,36-46,0.439,82,35500000,1.0,0.12073239436619718
189,Walter McCarty,BOS,2001, PF,2812000,27,208.28,104.32616,60,2.2,1.4,0.7,-2.7,0.057,0.141,0.147,0.474,0.136,36-46,0.439,82,35500000,0.7317073170731707,0.07921126760563381
190,Chris Herren,BOS,2001, G,423000,25,187.96,86.18248,25,3.3,0.8,2.2,2.2,0.011,0.049,0.133,0.41,0.204,36-46,0.439,82,35500000,0.3048780487804878,0.011915492957746479
191,Tony Battie,BOS,2001, C,3200000,25,210.82,108.86208,40,6.5,5.8,0.4,-2.1,0.096,0.216,0.144,0.562,0.034,36-46,0.439,82,35500000,0.4878048780487805,0.09014084507042254
192,Antoine Walker,BOS,2001, PF,10125000,24,205.74,111.13004,81,23.4,8.9,5.5,-1.9,0.05,0.204,0.292,0.505,0.261,36-46,0.439,82,35500000,0.9878048780487805,0.2852112676056338
193,Adrian Griffin,BOS,2001, SG,498000,26,195.58,97.52228,44,2.1,2.0,0.6,-4.9,0.077,0.202,0.149,0.432,0.125,36-46,0.439,82,35500000,0.5365853658536586,0.014028169014084506
194,Bryant Stith,BOS,2001, G,5620000,30,195.58,95.25432,78,9.7,3.6,2.2,-2.3,0.029,0.106,0.145,0.538,0.111,36-46,0.439,82,35500000,0.9512195121951219,0.15830985915492957
195,Eric Williams,BOS,2001, PF,3892000,28,203.2,99.79024,81,6.6,2.6,1.4,0.6,0.04,0.103,0.162,0.487,0.109,36-46,0.439,82,35500000,0.9878048780487805,0.10963380281690141
196,Moochie Norris,HOU,2001, PG,523000,27,185.42,79.3786,82,6.6,2.4,3.5,3.2,0.031,0.106,0.169,0.546,0.284,45-37,0.549,82,35500000,1.0,0.014732394366197183
197,Matt Bullard,HOU,2001, F,1481000,34,208.28,106.59412,61,5.8,2.1,0.7,7.9,0.027,0.118,0.151,0.569,0.067,45-37,0.549,82,35500000,0.7439024390243902,0.04171830985915493
198,Jason Collier,HOU,2001, C,1190000,23,213.36,117.93392,23,3.1,1.6,0.3,-12.5,0.059,0.16,0.194,0.435,0.05,45-37,0.549,82,35500000,0.2804878048780488,0.03352112676056338
199,Kelvin Cato,HOU,2001, C,5400000,26,210.82,115.66596,35,4.7,4.0,0.3,8.8,0.093,0.162,0.12,0.606,0.028,45-37,0.549,82,35500000,0.4268292682926829,0.15211267605633802
200,Kenny Thomas,HOU,2001, PF,885000,23,203.2,117.93392,74,7.1,5.6,1.0,3.6,0.081,0.181,0.162,0.507,0.068,45-37,0.549,82,35500000,0.9024390243902439,0.024929577464788733
201,Walt Williams,HOU,2001, F,4500000,31,203.2,104.32616,72,8.3,3.4,1.3,2.4,0.023,0.151,0.187,0.527,0.102,45-37,0.549,82,35500000,0.8780487804878049,0.1267605633802817
202,Carlos Rogers,HOU,2001, F,2200000,30,210.82,105.233344,39,4.6,3.6,0.2,2.8,0.106,0.184,0.128,0.674,0.027,45-37,0.549,82,35500000,0.47560975609756095,0.061971830985915494
203,Hakeem Olajuwon,HOU,2001, C,16685000,38,213.36,115.66596,58,11.9,7.4,1.2,1.1,0.094,0.226,0.216,0.526,0.082,45-37,0.549,82,35500000,0.7073170731707317,0.47
204,Sean Colson,HOU,2001, G,83000,25,182.88,79.3786,13,1.2,0.5,0.8,-35.2,0.04,0.111,0.264,0.291,0.455,45-37,0.549,82,35500000,0.15853658536585366,0.0023380281690140847
205,Shandon Anderson,HOU,2001, SF,2200000,27,198.12,95.25432,82,8.7,4.1,2.3,-0.3,0.036,0.123,0.154,0.528,0.123,45-37,0.549,82,35500000,1.0,0.061971830985915494
206,Steve Francis,HOU,2001, PG,3246000,24,190.5,87.543256,80,19.9,6.9,6.5,2.6,0.071,0.129,0.241,0.563,0.278,45-37,0.549,82,35500000,0.975609756097561,0.09143661971830985
207,Dan Langhi,HOU,2001, PF,316000,23,210.82,99.79024,33,2.7,1.2,0.1,-11.3,0.057,0.126,0.222,0.403,0.031,45-37,0.549,82,35500000,0.4024390243902439,0.008901408450704225
208,Cuttino Mobley,HOU,2001, SG,3922000,25,193.04,86.18248,79,19.5,5.0,2.5,3.8,0.033,0.118,0.244,0.541,0.114,45-37,0.549,82,35500000,0.9634146341463414,0.11047887323943661
209,Olumide Oyedeji,SEA,2001, C,316000,20,208.28,108.86208,30,1.5,2.2,0.1,11.6,0.137,0.219,0.114,0.532,0.014,44-38,0.537,82,35500000,0.36585365853658536,0.008901408450704225
210,Ruben Patterson,SEA,2001, PF,990000,25,195.58,101.604608,76,13.0,5.0,2.1,3.1,0.106,0.11,0.232,0.544,0.13,44-38,0.537,82,35500000,0.926829268292683,0.027887323943661974
211,Ruben Wolkowyski,SEA,2001, F,316000,27,208.28,122.46984,34,2.2,1.4,0.1,0.9,0.043,0.113,0.153,0.399,0.015,44-38,0.537,82,35500000,0.4146341463414634,0.008901408450704225
212,Patrick Ewing,SEA,2001, C,14000000,38,213.36,115.66596,79,9.6,7.4,1.2,-4.2,0.066,0.248,0.202,0.478,0.071,44-38,0.537,82,35500000,0.9634146341463414,0.39436619718309857
213,Rashard Lewis,SEA,2001, PF,3920000,21,208.28,97.52228,78,14.8,6.9,1.6,1.5,0.06,0.165,0.182,0.587,0.073,44-38,0.537,82,35500000,0.9512195121951219,0.1104225352112676
214,Vin Baker,SEA,2001, PF,10125000,29,210.82,113.398,76,12.2,5.7,1.2,-0.8,0.098,0.139,0.238,0.481,0.072,44-38,0.537,82,35500000,0.926829268292683,0.2852112676056338
215,Brent Barry,SEA,2001, SG,4320000,29,198.12,97.52228,67,8.8,3.1,3.4,2.1,0.023,0.113,0.135,0.66,0.19,44-38,0.537,82,35500000,0.8170731707317073,0.12169014084507042
216,Gary Payton,SEA,2001, PG,12200000,32,193.04,81.64656,79,23.1,4.6,8.1,-0.6,0.025,0.101,0.27,0.522,0.364,44-38,0.537,82,35500000,0.9634146341463414,0.3436619718309859
217,Shammond Williams,SEA,2001, PG,550000,26,185.42,91.171992,69,6.8,1.9,2.8,-0.1,0.031,0.091,0.18,0.569,0.242,44-38,0.537,82,35500000,0.8414634146341463,0.015492957746478873
219,Emanual Davis,SEA,2001, G,611000,32,195.58,88.45044,62,5.8,2.5,2.2,0.6,0.026,0.116,0.15,0.527,0.162,44-38,0.537,82,35500000,0.7560975609756098,0.017211267605633802
220,Desmond Mason,SEA,2001, SF,1074000,23,195.58,97.52228,78,5.9,3.2,0.8,-2.0,0.055,0.138,0.157,0.483,0.066,44-38,0.537,82,35500000,0.9512195121951219,0.030253521126760562
221,Morris Peterson,TOR,2001, SG,898000,23,200.66,98.883056,80,9.3,3.2,1.3,2.5,0.068,0.094,0.202,0.507,0.093,47-35,0.573,82,35500000,0.975609756097561,0.025295774647887324
223,Michael Stewart,TOR,2001, PF,3520000,26,208.28,104.32616,26,1.3,1.1,0.1,-21.2,0.131,0.148,0.167,0.394,0.03,47-35,0.573,82,35500000,0.3170731707317073,0.09915492957746479
224,Jerome Williams,TOR,2001, PF,2750000,28,205.74,93.439952,59,6.3,6.5,0.8,0.1,0.121,0.239,0.153,0.526,0.062,47-35,0.573,82,35500000,0.7195121951219512,0.07746478873239436
225,Keon Clark,TOR,2001, PF,1379000,26,210.82,100.243832,81,7.9,5.4,0.9,1.4,0.087,0.192,0.185,0.512,0.068,47-35,0.573,82,35500000,0.9878048780487805,0.03884507042253521
226,Vince Carter,TOR,2001, G,2425000,24,198.12,102.0582,75,27.6,5.5,3.9,5.1,0.065,0.093,0.305,0.551,0.187,47-35,0.573,82,35500000,0.9146341463414634,0.06830985915492958
227,Chris Childs,TOR,2001, G,4680000,33,190.5,88.45044,77,4.7,2.6,4.6,1.6,0.016,0.11,0.135,0.494,0.32,47-35,0.573,82,35500000,0.9390243902439024,0.13183098591549297
228,Tracy Murray,TOR,2001, SF,3060000,29,200.66,103.418976,51,5.0,1.6,0.5,-5.0,0.04,0.118,0.217,0.482,0.068,47-35,0.573,82,35500000,0.6219512195121951,0.08619718309859155
229,Antonio Davis,TOR,2001, PF,5500000,32,205.74,104.32616,78,13.7,10.1,1.4,4.2,0.111,0.216,0.196,0.508,0.062,47-35,0.573,82,35500000,0.9512195121951219,0.15492957746478872
230,Alvin Williams,TOR,2001, PG,2100000,26,195.58,83.91452,82,9.8,2.6,5.0,3.1,0.023,0.078,0.175,0.483,0.267,47-35,0.573,82,35500000,1.0,0.059154929577464786
231,Dell Curry,TOR,2001, G,2000000,37,195.58,92.98636,71,6.0,1.2,1.1,-3.7,0.018,0.087,0.206,0.53,0.135,47-35,0.573,82,35500000,0.8658536585365854,0.056338028169014086
232,Eric Montross,TOR,2001, C,2240000,29,213.36,122.46984,54,2.2,3.2,0.4,-11.1,0.085,0.212,0.128,0.396,0.045,47-35,0.573,82,35500000,0.6585365853658537,0.06309859154929577
233,Nazr Mohammed,ATL,2001, C,739000,23,208.28,108.86208,58,7.6,5.3,0.3,-2.0,0.135,0.233,0.23,0.52,0.034,25-57,0.305,82,35500000,0.7073170731707317,0.020816901408450703
234,Matt Maloney,ATL,2001, G,548000,29,190.5,90.7184,55,6.7,2.1,2.8,-2.8,0.011,0.081,0.14,0.508,0.187,25-57,0.305,82,35500000,0.6707317073170732,0.01543661971830986
235,Jason Terry,ATL,2001, G,1579000,23,187.96,78.017824,82,19.7,3.3,4.9,-5.8,0.015,0.081,0.252,0.531,0.236,25-57,0.305,82,35500000,1.0,0.04447887323943662
236,Lorenzen Wright,ATL,2001, PF,4950000,25,210.82,108.86208,71,12.4,7.5,1.2,-7.6,0.101,0.197,0.233,0.486,0.079,25-57,0.305,82,35500000,0.8658536585365854,0.13943661971830987
237,Chris Crawford,ATL,2001, SF,2250000,26,205.74,106.59412,47,6.8,2.3,0.8,-8.5,0.034,0.106,0.181,0.519,0.07,25-57,0.305,82,35500000,0.573170731707317,0.06338028169014084
238,Toni Kukoc,ATL,2001, SF,7167000,32,210.82,106.59412,65,11.1,4.0,3.1,4.5,0.05,0.137,0.216,0.553,0.207,25-57,0.305,82,35500000,0.7926829268292683,0.20188732394366196
239,Alan Henderson,ATL,2001, PF,5909000,28,205.74,106.59412,73,10.5,5.6,0.7,-8.8,0.109,0.147,0.224,0.487,0.05,25-57,0.305,82,35500000,0.8902439024390244,0.1664507042253521
240,Cal Bowdler,ATL,2001, F,1102000,24,208.28,111.13004,44,3.2,1.8,0.1,1.3,0.091,0.142,0.168,0.532,0.016,25-57,0.305,82,35500000,0.5365853658536586,0.031042253521126762
241,Brevin Knight,ATL,2001, PG,4250000,25,177.8,77.11064,53,6.3,3.2,5.9,-8.4,0.017,0.109,0.147,0.416,0.32,25-57,0.305,82,35500000,0.6463414634146342,0.11971830985915492
242,Hanno Mottola,ATL,2001, C,316000,24,210.82,112.037224,73,4.4,2.4,0.3,-12.8,0.055,0.145,0.175,0.504,0.044,25-57,0.305,82,35500000,0.8902439024390244,0.008901408450704225
243,DerMarr Johnson,ATL,2001, SF,2107000,21,205.74,91.171992,78,5.1,2.3,0.8,-7.4,0.046,0.105,0.177,0.463,0.079,25-57,0.305,82,35500000,0.9512195121951219,0.05935211267605634
244,Dion Glover,ATL,2001, SG,960000,22,195.58,103.418976,57,5.9,2.3,1.2,-3.8,0.047,0.106,0.2,0.461,0.123,25-57,0.305,82,35500000,0.6951219512195121,0.027042253521126762
245,Nick Van Exel,DEN,2001, PG,8184000,29,185.42,86.18248,71,17.7,3.4,8.5,-0.4,0.018,0.08,0.234,0.515,0.383,40-42,0.488,82,35500000,0.8658536585365854,0.23053521126760562
246,Robert Pack,DEN,2001, PG,4320000,32,187.96,86.18248,74,6.5,1.9,4.0,-4.4,0.025,0.094,0.213,0.493,0.375,40-42,0.488,82,35500000,0.9024390243902439,0.12169014084507042
247,Ryan Bowen,DEN,2001, SF,508000,25,200.66,99.79024,57,3.4,2.0,0.5,-2.4,0.093,0.083,0.117,0.585,0.068,40-42,0.488,82,35500000,0.6951219512195121,0.014309859154929577
248,Raef LaFrentz,DEN,2001, C,2970000,25,210.82,108.86208,78,12.9,7.8,1.4,-0.6,0.075,0.191,0.186,0.544,0.073,40-42,0.488,82,35500000,0.9512195121951219,0.08366197183098592
249,James Posey,DEN,2001, SF,1047000,24,203.2,97.52228,82,8.1,5.3,2.0,1.3,0.058,0.146,0.149,0.511,0.11,40-42,0.488,82,35500000,1.0,0.029492957746478872
250,Kevin Willis,DEN,2001, C,2700000,38,213.36,111.13004,78,9.3,6.8,0.6,-6.6,0.104,0.217,0.207,0.478,0.048,40-42,0.488,82,35500000,0.9512195121951219,0.07605633802816901
251,Voshon Lenard,DEN,2001, SG,3780000,28,193.04,92.98636,80,12.2,2.9,2.4,-2.1,0.021,0.087,0.198,0.522,0.134,40-42,0.488,82,35500000,0.975609756097561,0.10647887323943662
252,Antonio McDyess,DEN,2001, PF,10800000,26,205.74,111.13004,70,20.8,12.1,2.1,0.6,0.104,0.254,0.269,0.538,0.106,40-42,0.488,82,35500000,0.8536585365853658,0.30422535211267604
253,Anthony Goldwire,DEN,2001, PG,243000,29,187.96,82.553744,20,4.1,0.6,1.7,-7.0,0.005,0.064,0.219,0.469,0.276,40-42,0.488,82,35500000,0.24390243902439024,0.006845070422535212
255,George McCloud,DEN,2001, F,2200000,34,203.2,102.0582,76,9.6,2.9,3.7,-5.1,0.031,0.096,0.19,0.496,0.223,40-42,0.488,82,35500000,0.926829268292683,0.061971830985915494
256,Tariq Abdul-Wahad,DEN,2001, SF,4500000,26,198.12,101.151016,29,3.8,2.0,0.8,-7.9,0.035,0.119,0.17,0.438,0.087,40-42,0.488,82,35500000,0.35365853658536583,0.1267605633802817
257,Terry Davis,DEN,2001, C,548000,34,208.28,122.46984,19,1.7,2.8,0.4,-8.5,0.102,0.174,0.074,0.476,0.05,40-42,0.488,82,35500000,0.23170731707317074,0.01543661971830986
259,Olden Polynice,UTA,2001, C,2200000,36,213.36,113.398,81,5.3,4.7,0.4,3.2,0.122,0.165,0.15,0.484,0.029,53-29,0.646,82,35500000,0.9878048780487805,0.061971830985915494
260,Quincy Lewis,UTA,2001, SG,1000000,24,200.66,97.52228,35,3.5,1.3,0.5,6.1,0.046,0.1,0.172,0.469,0.077,53-29,0.646,82,35500000,0.4268292682926829,0.028169014084507043
261,Jacque Vaughn,UTA,2001, PG,1500000,26,185.42,86.18248,82,6.1,1.8,3.9,-6.3,0.014,0.1,0.171,0.535,0.343,53-29,0.646,82,35500000,1.0,0.04225352112676056
262,John Crotty,UTA,2001, G,800000,31,187.96,87.996848,31,2.1,0.9,1.1,0.7,0.058,0.07,0.159,0.443,0.211,53-29,0.646,82,35500000,0.3780487804878049,0.022535211267605635
263,John Starks,UTA,2001, G,2250000,35,195.58,86.18248,75,9.3,2.1,2.4,3.8,0.017,0.073,0.181,0.476,0.13,53-29,0.646,82,35500000,0.9146341463414634,0.06338028169014084
264,John Stockton,UTA,2001, G,11000000,39,185.42,79.3786,82,11.5,2.8,8.7,11.4,0.029,0.087,0.186,0.61,0.452,53-29,0.646,82,35500000,1.0,0.30985915492957744
265,Karl Malone,UTA,2001, PF,15750000,37,205.74,116.119552,81,23.2,8.3,4.5,5.8,0.05,0.236,0.299,0.572,0.234,53-29,0.646,82,35500000,0.9878048780487805,0.44366197183098594
266,Scott Padgett,UTA,2001, PF,730000,25,205.74,108.86208,27,2.1,1.4,0.2,-2.9,0.178,0.192,0.214,0.541,0.076,53-29,0.646,82,35500000,0.32926829268292684,0.02056338028169014
267,Bryon Russell,UTA,2001, SF,4570000,30,200.66,102.0582,78,12.0,4.2,2.1,4.7,0.048,0.118,0.175,0.565,0.105,53-29,0.646,82,35500000,0.9512195121951219,0.12873239436619718
268,Greg Ostertag,UTA,2001, C,5200000,28,218.44,127.00576,81,4.5,5.1,0.3,0.9,0.139,0.201,0.128,0.522,0.025,53-29,0.646,82,35500000,0.9878048780487805,0.14647887323943662
269,DeShawn Stevenson,UTA,2001, SG,828000,20,195.58,95.25432,40,2.2,0.7,0.5,-3.0,0.037,0.073,0.202,0.413,0.105,53-29,0.646,82,35500000,0.4878048780487805,0.02332394366197183
270,David Benoit,UTA,2001, F,548000,33,203.2,99.79024,49,3.6,1.7,0.4,-2.0,0.059,0.172,0.201,0.542,0.087,53-29,0.646,82,35500000,0.5975609756097561,0.01543661971830986
271,Danny Manning,UTA,2001, F,1200000,35,208.28,110.676448,82,7.4,2.6,1.1,3.5,0.065,0.136,0.232,0.537,0.135,53-29,0.646,82,35500000,1.0,0.03380281690140845
272,Donyell Marshall,UTA,2001, PF,5630000,28,205.74,104.32616,81,13.6,7.0,1.6,6.6,0.094,0.2,0.215,0.568,0.099,53-29,0.646,82,35500000,0.9878048780487805,0.15859154929577465
273,Othella Harrington,NYK,2001, PF,2250000,27,205.74,106.59412,74,9.0,5.2,0.8,-2.3,0.093,0.155,0.192,0.549,0.052,48-34,0.585,82,35500000,0.9024390243902439,0.06338028169014084
274,Mark Jackson,NYK,2001, PG,3565000,36,190.5,92.98636,83,7.6,3.7,8.0,0.4,0.028,0.107,0.143,0.505,0.396,48-34,0.585,82,35500000,1.0121951219512195,0.10042253521126761
