,Name,Team,Season,Pos,Salary,Age,Height (cm),Weight (kg),GP,PTS,REB,AST,+/-,ORB%,DRB%,USG%,TS%,AST%,W-L,W-L%,TG,Cap,GP%,Cap%
7418,Justin Jackson,DAL,2019, SF,2807880,24,203.2,95.25432,81,7.2,2.6,1.2,-0.9,0.025,0.096,0.141,0.561,0.081,33-49,0.402,82,101869000,0.9878048780487805,0.027563635649706975
7419,Jalen Brunson,DAL,2019, PG,1230000,22,190.5,86.18248,73,9.3,2.3,3.2,-2.8,0.015,0.087,0.186,0.549,0.223,33-49,0.402,82,101869000,0.8902439024390244,0.01207433075813054
7420,J.J. Barea,DAL,2019, PG,3710850,35,182.88,83.91452,38,10.9,2.5,5.6,3.2,0.016,0.106,0.263,0.495,0.454,33-49,0.402,82,101869000,0.4634146341463415,0.03642766690553554
7421,Matthew Dellavedova,CLE,2019, PG,9607500,28,193.04,90.7184,48,5.9,1.6,3.8,-3.8,0.007,0.081,0.173,0.532,0.329,19-63,0.232,82,101869000,0.5853658536585366,0.0943123030558855
7422,Marquese Chriss,CLE,2019, C,3206160,21,208.28,108.86208,43,4.2,3.3,0.5,-17.3,0.072,0.216,0.196,0.455,0.069,19-63,0.232,82,101869000,0.524390243902439,0.03147336284836408
7423,Nik Stauskas,CLE,2019, G,504200,25,198.12,92.98636,68,5.9,1.9,1.2,-12.9,0.016,0.104,0.171,0.545,0.123,19-63,0.232,82,101869000,0.8292682926829268,0.004949493957926356
7424,Kevin Love,CLE,2019, PF,24119025,30,208.28,113.851592,22,17.0,10.9,2.2,-4.2,0.051,0.344,0.259,0.561,0.125,19-63,0.232,82,101869000,0.2682926829268293,0.23676511009237353
7425,Larry Nance Jr.,CLE,2019, PF,2272391,26,205.74,104.32616,67,9.4,8.2,3.2,-8.8,0.09,0.224,0.152,0.583,0.179,19-63,0.232,82,101869000,0.8170731707317073,0.022306992313657736
7426,Tristan Thompson,CLE,2019, C,17469565,28,208.28,107.954896,43,10.9,10.2,2.0,-12.3,0.137,0.237,0.175,0.551,0.11,19-63,0.232,82,101869000,0.524390243902439,0.1714904926915941
7427,David Nwaba,CLE,2019, SG,1512601,26,193.04,99.336648,51,6.5,3.2,1.1,-3.8,0.039,0.128,0.141,0.558,0.077,19-63,0.232,82,101869000,0.6219512195121951,0.01484849169030814
7428,Collin Sexton,CLE,2019, PG,4068600,20,187.96,86.18248,82,16.7,2.9,3.0,-12.5,0.021,0.072,0.247,0.52,0.154,19-63,0.232,82,101869000,1.0,0.03993953018091863
7429,Channing Frye,CLE,2019, F,1512601,36,213.36,115.66596,36,3.6,1.4,0.6,-22.7,0.01,0.158,0.174,0.524,0.1,19-63,0.232,82,101869000,0.43902439024390244,0.01484849169030814
7430,Cedi Osman,CLE,2019, SF,2775000,24,203.2,97.52228,76,13.0,4.7,2.6,-12.8,0.018,0.134,0.182,0.536,0.12,19-63,0.232,82,101869000,0.926829268292683,0.027240868173831097
7431,Cameron Payne,CLE,2019, PG,3263294,24,190.5,86.18248,40,6.3,1.8,2.7,-15.2,0.017,0.083,0.169,0.519,0.225,19-63,0.232,82,101869000,0.4878048780487805,0.032034220420343776
7432,Ante Zizic,CLE,2019, C,1952760,22,210.82,115.212368,59,7.8,5.4,0.9,-3.9,0.097,0.193,0.178,0.59,0.075,19-63,0.232,82,101869000,0.7195121951219512,0.019169325309956905
7433,Jordan Clarkson,CLE,2019, PG,12500000,27,195.58,87.996848,81,16.8,3.3,2.4,-8.0,0.035,0.087,0.266,0.539,0.153,19-63,0.232,82,101869000,0.9878048780487805,0.12270661339563557
7434,John Henson,CLE,2019, PF,11327466,28,210.82,99.336648,14,5.6,5.1,1.0,1.7,0.074,0.233,0.173,0.553,0.108,19-63,0.232,82,101869000,0.17073170731707318,0.11119639929713653
7435,JR Smith,CLE,2019, SG,14720000,33,198.12,102.0582,11,6.7,1.6,1.9,-3.4,0.0,0.08,0.176,0.444,0.133,19-63,0.232,82,101869000,0.13414634146341464,0.14449930793470045
7436,Brandon Knight,CLE,2019, PG,14631250,27,190.5,88.45044,39,6.8,1.5,1.8,-12.0,0.012,0.07,0.178,0.484,0.147,19-63,0.232,82,101869000,0.47560975609756095,0.14362809097959145
7437,Marvin Bagley III,SAC,2019, PF,7305600,20,210.82,106.140528,62,14.9,7.6,1.0,-3.2,0.092,0.18,0.237,0.562,0.06,39-43,0.476,82,101869000,0.7560975609756098,0.07171563478585243
7438,Nemanja Bjelica,SAC,2019, PF,6500000,31,208.28,106.140528,77,9.6,5.8,1.9,2.7,0.065,0.171,0.162,0.585,0.107,39-43,0.476,82,101869000,0.9390243902439024,0.0638074389657305
7439,Kosta Koufos,SAC,2019, C,8739500,30,213.36,111.13004,42,3.7,4.2,0.9,-1.3,0.088,0.229,0.15,0.477,0.099,39-43,0.476,82,101869000,0.5121951219512195,0.08579155582169257
7440,Troy Williams,SAC,2019, F,1512601,24,200.66,98.883056,21,5.3,2.8,0.5,-9.5,0.034,0.144,0.144,0.531,0.051,39-43,0.476,82,101869000,0.25609756097560976,0.01484849169030814
7441,Yogi Ferrell,SAC,2019, PG,3000000,26,182.88,81.64656,71,5.9,1.5,1.9,-2.6,0.011,0.085,0.16,0.55,0.176,39-43,0.476,82,101869000,0.8658536585365854,0.029449587214952538
7442,Willie Cauley-Stein,SAC,2019, C,4696875,25,213.36,108.86208,81,11.9,8.4,2.4,1.2,0.074,0.213,0.173,0.566,0.121,39-43,0.476,82,101869000,0.9878048780487805,0.046107009983410066
7443,De'Aaron Fox,SAC,2019, PG,5470920,21,190.5,79.3786,81,17.3,3.8,7.3,0.9,0.015,0.095,0.238,0.544,0.322,39-43,0.476,82,101869000,0.9878048780487805,0.05370544522867605
7444,Alec Burks,SAC,2019, SG,11536515,27,198.12,97.068688,64,8.8,3.7,2.0,-11.1,0.021,0.151,0.185,0.523,0.142,39-43,0.476,82,101869000,0.7804878048780488,0.11324853488303606
7445,Corey Brewer,SAC,2019, SG,2000000,33,205.74,84.368112,31,4.9,2.5,1.3,0.0,0.045,0.098,0.13,0.532,0.107,39-43,0.476,82,101869000,0.3780487804878049,0.019633058143301692
7446,Caleb Swanigan,SAC,2019, PF,1740000,22,205.74,113.398,21,2.0,3.0,0.5,-16.8,0.081,0.236,0.17,0.377,0.098,39-43,0.476,82,101869000,0.25609756097560976,0.01708076058467247
7447,Ben McLemore,SAC,2019, SF,5460000,26,195.58,91.171992,19,3.9,0.9,0.2,-3.5,0.018,0.089,0.185,0.541,0.035,39-43,0.476,82,101869000,0.23170731707317074,0.05359824873121362
7449,Bogdan Bogdanovic,SAC,2019, SG,9000000,26,198.12,92.98636,70,14.1,3.5,3.8,-1.1,0.019,0.098,0.22,0.53,0.199,39-43,0.476,82,101869000,0.8536585365853658,0.08834876164485761
7450,Buddy Hield,SAC,2019, SG,3844760,26,193.04,97.068688,82,20.7,5.0,2.5,-0.6,0.036,0.11,0.243,0.587,0.117,39-43,0.476,82,101869000,1.0,0.037742198313520305
7451,Harrison Barnes,SAC,2019, SF,24107258,27,203.2,102.0582,77,16.4,4.7,1.5,-1.5,0.021,0.111,0.202,0.55,0.069,39-43,0.476,82,101869000,0.9390243902439024,0.23664959899478744
7452,Harry Giles III,SAC,2019, C,2207040,21,208.28,108.86208,58,7.0,3.8,1.5,-5.0,0.076,0.171,0.227,0.526,0.155,39-43,0.476,82,101869000,0.7073170731707317,0.02166547232229628
7453,Markieff Morris,OKC,2019, PF,427288,29,208.28,111.13004,58,9.4,4.6,1.4,-5.9,0.045,0.161,0.191,0.521,0.092,49-33,0.598,82,101869000,0.7073170731707317,0.004194485073967547
7454,Paul George,OKC,2019, SG,30560700,29,205.74,99.79024,77,28.0,8.2,4.1,8.2,0.033,0.173,0.285,0.583,0.173,49-33,0.598,82,101869000,0.9390243902439024,0.3
7455,Patrick Patterson,OKC,2019, PF,5451600,30,205.74,104.32616,63,3.6,2.3,0.5,-5.7,0.043,0.114,0.118,0.493,0.049,49-33,0.598,82,101869000,0.7682926829268293,0.05351578988701175
7456,Nerlens Noel,OKC,2019, C,1757429,25,210.82,99.79024,77,4.9,4.2,0.6,-2.6,0.105,0.176,0.137,0.608,0.067,49-33,0.598,82,101869000,0.9390243902439024,0.017251852869862274
7457,Russell Westbrook,OKC,2019, PG,35654150,30,190.5,90.7184,73,22.9,11.1,10.7,5.0,0.036,0.255,0.301,0.501,0.44,49-33,0.598,82,101869000,0.8902439024390244,0.35
7458,Raymond Felton,OKC,2019, G,1512601,35,185.42,92.98636,33,4.3,1.0,1.6,2.6,0.009,0.074,0.165,0.505,0.209,49-33,0.598,82,101869000,0.4024390243902439,0.01484849169030814
7459,Terrance Ferguson,OKC,2019, SF,2118840,21,200.66,86.18248,74,6.9,1.9,1.0,3.9,0.015,0.055,0.104,0.566,0.046,49-33,0.598,82,101869000,0.9024390243902439,0.020799654458176678
7460,Steven Adams,OKC,2019, C,24157303,25,213.36,120.20188,80,13.9,9.5,1.6,6.7,0.129,0.133,0.16,0.591,0.063,49-33,0.598,82,101869000,0.975609756097561,0.2371408671921782
7461,Abdel Nader,OKC,2019, SF,1378242,25,198.12,102.0582,61,4.0,1.9,0.3,-9.5,0.017,0.139,0.148,0.522,0.044,49-33,0.598,82,101869000,0.7439024390243902,0.013529552660770204
7462,Alex Abrines,OKC,2019, G,5455236,25,198.12,90.7184,31,5.3,1.5,0.6,1.6,0.007,0.067,0.12,0.507,0.047,49-33,0.598,82,101869000,0.3780487804878049,0.05355148278671627
7463,Dennis Schroder,OKC,2019, PG,15500000,25,185.42,78.017824,79,15.5,3.6,4.1,3.6,0.015,0.102,0.238,0.508,0.209,49-33,0.598,82,101869000,0.9634146341463414,0.1521562006105881
7464,Deonte Burton,OKC,2019, SG,151587,25,195.58,111.13004,32,2.6,0.9,0.3,4.3,0.014,0.09,0.159,0.47,0.057,49-33,0.598,82,101869000,0.3902439024390244,0.0014880581923843368
7465,Jerami Grant,OKC,2019, PF,8653847,25,205.74,99.79024,80,13.6,5.2,1.0,5.4,0.032,0.118,0.15,0.592,0.04,49-33,0.598,82,101869000,0.975609756097561,0.08495074065711845
7467,Hamidou Diallo,OKC,2019, SG,838464,20,195.58,89.811216,51,3.7,1.9,0.3,-6.8,0.065,0.11,0.16,0.497,0.044,49-33,0.598,82,101869000,0.6219512195121951,0.008230806231532654
7468,Myles Turner,IND,2019, C,3410284,23,210.82,113.398,74,13.3,7.2,1.6,2.8,0.048,0.195,0.199,0.567,0.083,48-34,0.585,82,101869000,0.9024390243902439,0.033477152028585734
7469,Kyle O'Quinn,IND,2019, C,4449000,29,208.28,113.398,45,3.5,2.6,1.2,-0.3,0.078,0.216,0.196,0.537,0.204,48-34,0.585,82,101869000,0.5487804878048781,0.043673737839774615
7470,Tyreke Evans,IND,2019, G,12400000,29,198.12,99.79024,69,10.2,2.9,2.4,1.9,0.023,0.114,0.255,0.483,0.176,48-34,0.585,82,101869000,0.8414634146341463,0.1217249604884705
7471,Wesley Matthews,IND,2019, SG,512746,32,195.58,99.79024,69,12.2,2.5,2.3,-2.0,0.015,0.063,0.175,0.546,0.113,48-34,0.585,82,101869000,0.8414634146341463,0.005033386015372685
7472,Victor Oladipo,IND,2019, SG,21000000,27,193.04,95.25432,36,18.8,5.6,5.2,5.6,0.018,0.154,0.278,0.519,0.25,48-34,0.585,82,101869000,0.43902439024390244,0.20614711050466775
7473,Thaddeus Young,IND,2019, PF,13964045,31,203.2,100.243832,81,12.6,6.5,2.5,2.5,0.078,0.132,0.179,0.569,0.12,48-34,0.585,82,101869000,0.9878048780487805,0.13707845370034064
7474,Aaron Holiday,IND,2019, PG,1911960,22,185.42,83.91452,50,5.9,1.3,1.7,7.0,0.008,0.088,0.206,0.518,0.18,48-34,0.585,82,101869000,0.6097560975609756,0.01876881092383355
7475,Darren Collison,IND,2019, G,10000000,31,182.88,79.3786,76,11.2,3.1,6.0,2.2,0.017,0.089,0.176,0.574,0.302,48-34,0.585,82,101869000,0.926829268292683,0.09816529071650845
7476,Alize Johnson,IND,2019, PF,838464,23,205.74,96.161504,14,0.9,1.4,0.1,-1.6,0.051,0.192,0.116,0.333,0.018,48-34,0.585,82,101869000,0.17073170731707318,0.008230806231532654
7477,Domantas Sabonis,IND,2019, PF,2659800,23,210.82,108.86208,74,14.1,9.3,2.9,5.2,0.099,0.269,0.226,0.63,0.18,48-34,0.585,82,101869000,0.9024390243902439,0.02611000402477692
7478,Doug McDermott,IND,2019, SF,7333333,27,203.2,102.0582,77,7.3,1.4,0.9,3.6,0.012,0.066,0.152,0.617,0.07,48-34,0.585,82,101869000,0.9390243902439024,0.07198787658659651
7479,Cory Joseph,IND,2019, PG,7945000,27,190.5,87.543256,82,6.5,3.4,3.9,5.2,0.019,0.111,0.134,0.474,0.208,48-34,0.585,82,101869000,1.0,0.07799232347426596
7480,Bojan Bogdanovic,IND,2019, SF,10500000,30,203.2,97.975872,81,18.0,4.1,2.0,2.9,0.013,0.113,0.219,0.613,0.095,48-34,0.585,82,101869000,0.9878048780487805,0.10307355525233387
7482,Pau Gasol,MIL,2019, PF,333285,38,213.36,113.398,30,3.9,4.6,1.7,-6.2,0.058,0.304,0.151,0.529,0.209,60-22,0.732,82,101869000,0.36585365853658536,0.003271701891645152
7483,Pat Connaughton,MIL,2019, SG,1641000,26,193.04,94.800728,61,6.9,4.2,2.0,5.0,0.046,0.135,0.13,0.573,0.128,60-22,0.732,82,101869000,0.7439024390243902,0.01610892420657904
7484,Nikola Mirotic,MIL,2019, F,12500000,28,208.28,113.398,46,15.2,7.4,1.2,3.7,0.045,0.198,0.206,0.584,0.061,60-22,0.732,82,101869000,0.5609756097560976,0.12270661339563557
7485,Khris Middleton,MIL,2019, SF,13000000,27,203.2,100.697424,77,18.3,6.0,4.3,10.5,0.021,0.149,0.246,0.558,0.194,60-22,0.732,82,101869000,0.9390243902439024,0.127614877931461
7486,Malcolm Brogdon,MIL,2019, PG,1544951,26,195.58,103.872568,64,15.6,4.5,3.2,10.7,0.035,0.107,0.202,0.614,0.157,60-22,0.732,82,101869000,0.7804878048780488,0.015166056405776045
7487,Tony Snell,MIL,2019, SF,10807143,27,200.66,96.615096,74,6.0,2.1,0.9,6.6,0.021,0.086,0.127,0.585,0.069,60-22,0.732,82,101869000,0.9024390243902439,0.10608863344098794
7488,Tim Frazier,MIL,2019, PG,196553,28,185.42,77.11064,59,5.3,2.8,4.2,-2.7,0.035,0.106,0.132,0.544,0.286,60-22,0.732,82,101869000,0.7195121951219512,0.0019294682386201887
7489,Sterling Brown,MIL,2019, SG,1378242,24,198.12,105.233344,58,6.4,3.2,1.4,0.2,0.026,0.13,0.149,0.563,0.115,60-22,0.732,82,101869000,0.7073170731707317,0.013529552660770204
7490,Donte DiVincenzo,MIL,2019, SG,2481000,22,193.04,92.079176,27,4.9,2.4,1.1,12.6,0.036,0.099,0.145,0.507,0.102,60-22,0.732,82,101869000,0.32926829268292684,0.02435480862676575
7491,D.J. Wilson,MIL,2019, PF,2534280,23,208.28,104.779752,48,5.8,4.6,1.1,4.9,0.047,0.174,0.141,0.515,0.08,60-22,0.732,82,101869000,0.5853658536585366,0.024877833295703304
7492,Brook Lopez,MIL,2019, C,3382000,31,213.36,122.46984,81,12.5,4.9,1.2,11.5,0.014,0.135,0.165,0.597,0.055,60-22,0.732,82,101869000,0.9878048780487805,0.03319950132032316
7494,George Hill,MIL,2019, PG,19000000,33,190.5,85.275296,60,7.6,2.5,2.3,5.6,0.028,0.075,0.147,0.554,0.146,60-22,0.732,82,101869000,0.7317073170731707,0.18651405236136606
7495,Giannis Antetokounmpo,MIL,2019, PF,24157303,24,210.82,109.769264,72,27.7,12.5,5.9,12.5,0.066,0.273,0.314,0.644,0.294,60-22,0.732,82,101869000,0.8780487804878049,0.2371408671921782
7496,Eric Bledsoe,MIL,2019, PG,15000000,29,185.42,92.98636,78,15.9,4.6,5.5,11.1,0.035,0.108,0.225,0.577,0.26,60-22,0.732,82,101869000,0.9512195121951219,0.1472479360747627
7497,Ersan Ilyasova,MIL,2019, PF,7000000,32,208.28,106.59412,67,6.8,4.5,0.8,9.7,0.071,0.151,0.151,0.548,0.056,60-22,0.732,82,101869000,0.8170731707317073,0.06871570350155592
7498,Isaiah Canaan,MIL,2019, G,1512601,28,182.88,90.7184,30,6.0,1.9,2.8,-12.3,0.01,0.086,0.147,0.518,0.194,60-22,0.732,82,101869000,0.36585365853658536,0.01484849169030814
7499,Patrick McCaw,TOR,2019, SF,777665,23,200.66,83.91452,29,2.6,1.7,1.0,-6.4,0.017,0.105,0.093,0.532,0.099,58-24,0.707,82,101869000,0.35365853658536583,0.007633971080505355
7500,Pascal Siakam,TOR,2019, PF,1544951,25,205.74,104.32616,80,16.9,6.9,3.1,10.6,0.05,0.154,0.205,0.628,0.141,58-24,0.707,82,101869000,0.975609756097561,0.015166056405776045
7501,OG Anunoby,TOR,2019, SF,2034120,21,203.2,105.233344,67,7.0,2.9,0.7,-1.7,0.04,0.1,0.148,0.544,0.05,58-24,0.707,82,101869000,0.8170731707317073,0.01996799811522642
7502,Norman Powell,TOR,2019, SG,9367200,26,193.04,97.52228,60,8.6,2.3,1.5,0.2,0.013,0.102,0.182,0.596,0.119,58-24,0.707,82,101869000,0.7317073170731707,0.0919533911199678
7503,Kyle Lowry,TOR,2019, PG,31200000,33,185.42,88.904032,65,14.2,4.8,8.7,10.7,0.019,0.114,0.191,0.562,0.329,58-24,0.707,82,101869000,0.7926829268292683,0.3062757070355064
7504,Kawhi Leonard,TOR,2019, SF,23114067,28,200.66,104.32616,60,26.6,7.3,3.3,7.9,0.039,0.165,0.3,0.606,0.159,58-24,0.707,82,101869000,0.7317073170731707,0.22689991066958545
7505,Marc Gasol,TOR,2019, C,24119025,34,215.9,115.66596,79,13.6,7.9,4.4,3.5,0.034,0.227,0.21,0.546,0.222,58-24,0.707,82,101869000,0.9634146341463414,0.23676511009237353
7507,Malachi Richardson,TOR,2019, G,1569360,23,198.12,92.98636,22,1.4,0.6,0.0,-4.6,0.016,0.087,0.142,0.481,0.0,58-24,0.707,82,101869000,0.2682926829268293,0.015405668063885972
7508,Serge Ibaka,TOR,2019, C,21666667,29,208.28,106.59412,74,15.0,8.1,1.3,6.2,0.078,0.204,0.227,0.582,0.076,58-24,0.707,82,101869000,0.9024390243902439,0.21269146649127801
7509,Chris Boucher,TOR,2019, PF,457418,26,208.28,90.7184,28,3.3,2.0,0.1,-4.2,0.086,0.209,0.214,0.563,0.02,58-24,0.707,82,101869000,0.34146341463414637,0.004490257094896387
7510,Danny Green,TOR,2019, SG,10000000,32,198.12,97.52228,80,10.3,4.0,1.6,13.4,0.028,0.107,0.139,0.632,0.073,58-24,0.707,82,101869000,0.975609756097561,0.09816529071650845
7511,Jeremy Lin,TOR,2019, G,487109,30,190.5,90.7184,74,9.6,2.4,3.1,-5.1,0.014,0.102,0.213,0.558,0.249,58-24,0.707,82,101869000,0.9024390243902439,0.004781719659562772
7513,Fred VanVleet,TOR,2019, SG,8653847,25,182.88,88.45044,64,11.0,2.6,4.8,8.1,0.012,0.078,0.177,0.539,0.243,58-24,0.707,82,101869000,0.7804878048780488,0.08495074065711845
7515,P.J. Tucker,HOU,2019, PF,7969537,34,198.12,111.13004,82,7.3,5.8,1.2,4.5,0.041,0.129,0.094,0.547,0.047,53-29,0.646,82,101869000,1.0,0.07823319164809707
7516,Kenneth Faried,HOU,2019, F,683661,29,203.2,99.79024,37,10.4,6.8,0.5,4.0,0.123,0.21,0.194,0.622,0.043,53-29,0.646,82,101869000,0.45121951219512196,0.0067111780816538884
7517,Clint Capela,HOU,2019, C,13793104,25,208.28,108.86208,67,16.6,12.7,1.4,5.4,0.13,0.241,0.18,0.658,0.07,53-29,0.646,82,101869000,0.8170731707317073,0.13540040640430356
7518,Chris Paul,HOU,2019, PG,35654150,34,182.88,79.3786,58,15.6,4.6,8.2,8.3,0.019,0.123,0.22,0.56,0.382,53-29,0.646,82,101869000,0.7073170731707317,0.35
7521,Austin Rivers,HOU,2019, PG,922943,26,193.04,90.7184,76,8.1,2.1,2.2,2.5,0.012,0.065,0.142,0.503,0.12,53-29,0.646,82,101869000,0.926829268292683,0.009060096790976647
7522,Danuel House Jr.,HOU,2019, SF,247827,26,200.66,99.79024,39,9.4,3.6,1.0,8.9,0.025,0.112,0.137,0.646,0.058,53-29,0.646,82,101869000,0.47560975609756095,0.002432800950240014
7523,James Harden,HOU,2019, SG,30421854,29,195.58,99.79024,78,36.1,6.6,7.5,6.3,0.023,0.157,0.396,0.616,0.394,53-29,0.646,82,101869000,0.9512195121951219,0.29863701420451755
7524,Gary Clark,HOU,2019, PF,596873,24,203.2,102.0582,51,2.9,2.3,0.4,2.0,0.035,0.144,0.106,0.48,0.04,53-29,0.646,82,101869000,0.6219512195121951,0.005859221156583455
7525,Gerald Green,HOU,2019, SG,1512601,33,200.66,92.98636,73,9.2,2.5,0.5,4.6,0.019,0.1,0.19,0.555,0.041,53-29,0.646,82,101869000,0.8902439024390244,0.01484849169030814
7526,Eric Gordon,HOU,2019, SG,13500375,30,193.04,97.52228,68,16.2,2.2,1.9,8.1,0.007,0.059,0.215,0.549,0.09,53-29,0.646,82,101869000,0.8292682926829268,0.1325268236656883
7527,Isaiah Hartenstein,HOU,2019, F,838464,21,213.36,112.944408,28,1.9,1.7,0.5,9.6,0.089,0.118,0.112,0.562,0.1,53-29,0.646,82,101869000,0.34146341463414637,0.008230806231532654
7528,Iman Shumpert,HOU,2019, SG,11011234,29,195.58,97.52228,62,7.5,3.0,1.8,-1.4,0.016,0.101,0.143,0.499,0.098,53-29,0.646,82,101869000,0.7560975609756098,0.10809209867575023
7530,Otto Porter Jr.,CHI,2019, SF,26011913,26,203.2,89.811216,56,13.9,5.6,2.1,-0.4,0.031,0.153,0.185,0.569,0.1,22-60,0.268,82,101869000,0.6829268292682927,0.25534670017375255
7531,Kris Dunn,CHI,2019, PG,4221000,25,193.04,92.98636,46,11.3,4.1,6.0,-7.6,0.013,0.119,0.198,0.484,0.29,22-60,0.268,82,101869000,0.5609756097560976,0.04143556921143822
7532,Lauri Markkanen,CHI,2019, PF,4536120,22,213.36,108.86208,52,18.7,9.0,1.4,-5.5,0.043,0.234,0.245,0.553,0.07,22-60,0.268,82,101869000,0.6341463414634146,0.04452895385249683
7533,Timothe Luwawu-Cabarrot,CHI,2019, SG,1544951,24,198.12,95.25432,50,4.6,1.9,0.5,-14.4,0.015,0.125,0.156,0.489,0.057,22-60,0.268,82,101869000,0.6097560975609756,0.015166056405776045
7534,Zach LaVine,CHI,2019, PG,19500000,24,195.58,90.7184,63,23.7,4.7,4.5,-6.5,0.018,0.113,0.298,0.574,0.224,22-60,0.268,82,101869000,0.7682926829268293,0.1914223168971915
7535,Wendell Carter Jr.,CHI,2019, C,4441200,20,208.28,115.66596,44,10.3,7.0,1.8,-11.7,0.075,0.198,0.192,0.541,0.118,22-60,0.268,82,101869000,0.5365853658536586,0.04359716891301574
7536,Wayne Selden,CHI,2019, G,1544951,24,195.58,104.32616,75,6.9,2.4,1.5,-9.6,0.024,0.098,0.178,0.491,0.112,22-60,0.268,82,101869000,0.9146341463414634,0.015166056405776045
7537,Ryan Arcidiacono,CHI,2019, PG,1349383,25,190.5,90.7184,81,6.7,2.7,3.3,-5.8,0.013,0.096,0.117,0.588,0.191,22-60,0.268,82,101869000,0.9878048780487805,0.013246257448291433
7538,Robin Lopez,CHI,2019, C,14357750,31,213.36,124.7378,74,9.5,3.9,1.2,-4.4,0.085,0.085,0.183,0.598,0.084,22-60,0.268,82,101869000,0.9024390243902439,0.14094327027849493
7539,Shaquille Harrison,CHI,2019, PG,1311265,25,193.04,86.18248,73,6.5,3.0,1.9,-10.2,0.022,0.132,0.16,0.494,0.142,22-60,0.268,82,101869000,0.8902439024390244,0.012872070993138246
7540,Chandler Hutchison,CHI,2019, SF,1990520,23,200.66,89.357624,44,5.2,4.2,0.8,-5.6,0.033,0.167,0.121,0.507,0.055,22-60,0.268,82,101869000,0.5365853658536586,0.01953999744770244
7541,Cristiano Felicio,CHI,2019, PF,8740980,26,208.28,120.20188,60,4.0,3.6,0.6,-8.0,0.101,0.187,0.138,0.568,0.07,22-60,0.268,82,101869000,0.7317073170731707,0.08580608428471861
7542,Antonio Blakeney,CHI,2019, G,1349383,22,193.04,87.089664,57,7.3,1.9,0.7,-7.8,0.008,0.114,0.24,0.487,0.079,22-60,0.268,82,101869000,0.6951219512195121,0.013246257448291433
7545,Troy Brown Jr.,WAS,2019, SF,2749080,19,200.66,97.52228,52,4.8,2.8,1.5,-0.3,0.045,0.149,0.158,0.487,0.147,32-50,0.39,82,101869000,0.6341463414634146,0.02698642374029391
7546,Trevor Ariza,WAS,2019, SF,15000000,33,203.2,97.52228,69,12.5,5.4,3.7,-6.8,0.021,0.139,0.164,0.534,0.149,32-50,0.39,82,101869000,0.8414634146341463,0.1472479360747627
7547,Tomas Satoransky,WAS,2019, SG,3129187,27,200.66,95.25432,80,8.9,3.5,5.0,-0.4,0.036,0.09,0.139,0.59,0.248,32-50,0.39,82,101869000,0.975609756097561,0.030717755156131895
7548,Wesley Johnson,WAS,2019, F,6134520,31,200.66,97.52228,38,3.4,1.9,0.6,-7.3,0.02,0.104,0.115,0.469,0.054,32-50,0.39,82,101869000,0.4634146341463415,0.06021969392062355
7549,Thomas Bryant,WAS,2019, C,1378242,21,210.82,112.490816,72,10.5,6.3,1.3,-3.6,0.072,0.219,0.17,0.674,0.09,32-50,0.39,82,101869000,0.8780487804878049,0.013529552660770204
7550,Sam Dekker,WAS,2019, F,2760095,25,205.74,104.32616,47,6.1,3.1,1.0,-5.3,0.064,0.123,0.157,0.519,0.081,32-50,0.39,82,101869000,0.573170731707317,0.02709455280801814
7551,Ron Baker,WAS,2019, G,948580,26,193.04,99.79024,15,0.9,0.7,1.0,-5.2,0.006,0.069,0.075,0.309,0.139,32-50,0.39,82,101869000,0.18292682926829268,0.00931176314678656
7552,Chasson Randle,WAS,2019, G,869094,26,187.96,83.91452,49,5.5,1.1,2.0,-5.8,0.013,0.062,0.16,0.555,0.182,32-50,0.39,82,101869000,0.5975609756097561,0.00853148651699732
7553,Bobby Portis,WAS,2019, PF,2494346,24,210.82,113.398,50,14.2,8.1,1.4,-4.4,0.083,0.226,0.241,0.529,0.085,32-50,0.39,82,101869000,0.6097560975609756,0.024485820023756
7554,Bradley Beal,WAS,2019, SG,25434263,26,195.58,93.893544,82,25.6,5.0,5.5,-1.8,0.028,0.104,0.277,0.581,0.233,32-50,0.39,82,101869000,1.0,0.24967618215551346
7556,Jeff Green,WAS,2019, PF,1512601,32,205.74,106.59412,77,12.3,4.0,1.8,-2.0,0.027,0.117,0.174,0.608,0.093,32-50,0.39,82,101869000,0.9390243902439024,0.01484849169030814
7557,Jordan McRae,WAS,2019, SG,17092,28,195.58,81.192968,27,5.9,1.5,1.1,-3.3,0.017,0.095,0.191,0.55,0.131,32-50,0.39,82,101869000,0.32926829268292684,0.00016778411489265627
7558,John Wall,WAS,2019, PG,19169800,28,193.04,95.25432,32,20.7,3.6,8.7,-6.2,0.013,0.087,0.286,0.527,0.391,32-50,0.39,82,101869000,0.3902439024390244,0.18818089899773238
7559,Jabari Parker,WAS,2019, PF,20000000,24,203.2,111.13004,64,14.5,6.6,2.4,-6.2,0.045,0.187,0.236,0.56,0.14,32-50,0.39,82,101869000,0.7804878048780488,0.1963305814330169
7560,Ian Mahinmi,WAS,2019, C,15944154,32,210.82,118.841104,34,4.1,3.8,0.7,-3.2,0.088,0.161,0.128,0.531,0.073,32-50,0.39,82,101869000,0.4146341463414634,0.1565162512638781
