Name,Team,Season,Pos,Salary,Age,Height (cm),Weight (kg),GP,PTS,REB,AST,+/-,ORB%,DRB%,USG%,TS%,AST%,W-L,W-L%,TG
Jonathon Simmons,SAS,2016, G,525093,26,198.12,88.45044,55,6,1.7,1.1,7.2,0.025,0.109,0.19,0.586,0.108,67-15,0.817,82
Boban Marjanovic,SAS,2016, C,1200000,27,220.98,131.54168,54,5.5,3.6,0.4,6.6,0.166,0.275,0.229,0.662,0.072,67-15,0.817,82
Boris Diaw,SAS,2016, C,7500000,34,203.2,113.398,76,6.4,3.1,2.3,10.8,0.049,0.139,0.168,0.582,0.182,67-15,0.817,82
Andre Miller,SAS,2016, PG,250750,40,190.5,90.7184,39,3.7,1.3,2.2,5.1,0.036,0.101,0.162,0.6,0.276,67-15,0.817,82
Danny Green,SAS,2016, SG,10000000,29,198.12,97.52228,79,7.2,3.8,1.8,12.7,0.026,0.134,0.145,0.492,0.092,67-15,0.817,82
David West,SAS,2016, F,1499187,35,205.74,113.398,78,7.1,4,1.8,11.8,0.061,0.187,0.179,0.573,0.15,67-15,0.817,82
Patty Mills,SAS,2016, PG,3578947,27,182.88,83.91452,81,8.5,2,2.8,12.2,0.019,0.087,0.193,0.541,0.197,67-15,0.817,82
Rasual Butler,SAS,2016, SF,947276,37,200.66,97.52228,46,2.7,1.2,0.5,11.9,0.008,0.13,0.129,0.558,0.079,67-15,0.817,82
Tony Parker,SAS,2016, G,13437500,34,187.96,83.91452,72,11.9,2.4,5.3,10.6,0.01,0.089,0.214,0.546,0.294,67-15,0.817,82
Tim Duncan,SAS,2016, C,5250000,40,210.82,113.398,61,8.6,7.3,2.7,13.7,0.087,0.234,0.174,0.523,0.153,67-15,0.817,82
Kyle Anderson,SAS,2016, SF,1142880,22,205.74,104.32616,78,4.5,3.1,1.6,10,0.024,0.201,0.147,0.528,0.14,67-15,0.817,82
LaMarcus Aldridge,SAS,2016, PF,19689000,30,210.82,108.86208,74,18,8.5,1.5,12,0.091,0.222,0.26,0.565,0.081,67-15,0.817,82
Kevin Martin,SAS,2016, SG,200600,33,200.66,90.264808,55,9.3,2,1.1,-5.4,0.014,0.102,0.222,0.52,0.089,67-15,0.817,82
Kawhi Leonard,SAS,2016, SF,16407500,25,200.66,104.32616,72,21.2,6.8,2.6,14.3,0.046,0.182,0.258,0.616,0.128,67-15,0.817,82
Manu Ginobili,SAS,2016, G,2814000,38,198.12,92.98636,58,9.6,2.5,3.1,14.9,0.028,0.115,0.231,0.573,0.234,67-15,0.817,82
Matt Bonner,SAS,2016, C,947276,36,208.28,106.59412,30,2.5,0.9,0.3,17.5,0.019,0.133,0.146,0.647,0.061,67-15,0.817,82
Jodie Meeks,DET,2016, G,6270000,28,193.04,95.25432,3,7.3,1.7,1,12.4,0.026,0.103,0.243,0.506,0.143,44-38,0.537,82
Joel Anthony,DET,2016, PF,2500000,33,205.74,111.13004,19,0.9,1.1,0.1,-7,0.093,0.151,0.074,0.666,0.02,44-38,0.537,82
Anthony Tolliver,DET,2016, PF,3000000,31,203.2,108.86208,72,5.3,3.2,0.7,-0.7,0.03,0.159,0.126,0.543,0.058,44-38,0.537,82
Aron Baynes,DET,2016, C,6500000,29,208.28,117.93392,81,6.3,4.7,0.6,-4.7,0.122,0.223,0.187,0.563,0.07,44-38,0.537,82
Andre Drummond,DET,2016, C,3272091,22,210.82,126.552168,81,16.2,14.8,0.8,2,0.153,0.343,0.24,0.499,0.042,44-38,0.537,82
Darrun Hilliard,DET,2016, G,600000,23,198.12,92.98636,38,4,1.2,0.7,-0.1,0.014,0.115,0.198,0.511,0.117,44-38,0.537,82
Cameron Bairstow,DET,2016, PF,845059,25,205.74,113.398,18,1.9,1.6,0.3,-7.1,0.038,0.235,0.198,0.391,0.091,44-38,0.537,82
Reggie Bullock,DET,2016, SF,1252440,25,200.66,92.98636,37,3.3,1.8,0.7,-7.5,0.034,0.151,0.117,0.583,0.1,44-38,0.537,82
Reggie Jackson,DET,2016, PG,13913044,26,190.5,94.347136,79,18.8,3.2,6.2,1.6,0.025,0.092,0.288,0.535,0.344,44-38,0.537,82
Stanley Johnson,DET,2016, SF,2841960,20,200.66,111.13004,73,8.1,4.2,1.6,-3.8,0.036,0.164,0.196,0.46,0.113,44-38,0.537,82
Steve Blake,DET,2016, PG,2170465,36,190.5,78.017824,58,4.4,1.5,3.4,-3.7,0.01,0.092,0.148,0.51,0.311,44-38,0.537,82
Tobias Harris,DET,2016, SF,16000000,23,205.74,106.59412,76,14.7,6.7,2.2,-0.5,0.042,0.184,0.195,0.56,0.106,44-38,0.537,82
Lorenzo Brown,DET,2016, G,111444,25,195.58,85.728888,8,2.5,0.9,1.4,-29.1,0,0.149,0.261,0.374,0.306,44-38,0.537,82
Kentavious Caldwell-Pope,DET,2016, SG,2891760,23,195.58,92.98636,76,14.5,3.7,1.8,2,0.026,0.085,0.18,0.521,0.075,44-38,0.537,82
Jonas Valanciunas,TOR,2016, C,4660482,24,213.36,115.66596,60,12.8,9.1,0.7,3,0.142,0.273,0.207,0.61,0.045,56-26,0.683,82
James Johnson,TOR,2016, PF,2500000,29,205.74,113.398,57,5,2.2,1.2,-0.6,0.035,0.121,0.16,0.532,0.113,56-26,0.683,82
Jason Thompson,TOR,2016, PF,245177,29,210.82,113.398,47,3.1,2.9,0.6,1.2,0.075,0.234,0.14,0.558,0.094,56-26,0.683,82
Bismack Biyombo,TOR,2016, C,2814000,23,205.74,111.13004,82,5.5,8,0.4,3.8,0.115,0.281,0.117,0.586,0.025,56-26,0.683,82
Anthony Bennett,TOR,2016, F,947276,23,203.2,111.13004,19,1.5,1.2,0,-12.5,0.064,0.293,0.181,0.446,0,56-26,0.683,82
Bruno Caboclo,TOR,2016, SF,1524000,20,205.74,92.98636,6,0.5,0.3,0.2,-2.5,0.022,0.024,0.164,0.125,0.033,56-26,0.683,82
Cory Joseph,TOR,2016, PG,7000000,24,190.5,86.18248,80,8.5,2.6,3.1,6.9,0.021,0.092,0.17,0.512,0.199,56-26,0.683,82
DeMar DeRozan,TOR,2016, SF,10050000,26,200.66,99.79024,78,23.5,4.5,4,3,0.027,0.116,0.297,0.55,0.208,56-26,0.683,82
DeMarre Carroll,TOR,2016, SF,13600000,29,203.2,96.161504,26,11,4.7,1,2.7,0.043,0.134,0.179,0.49,0.056,56-26,0.683,82
Delon Wright,TOR,2016, PG,1509360,24,195.58,86.18248,27,3.8,1.4,1.1,5.2,0.04,0.136,0.226,0.54,0.226,56-26,0.683,82
Patrick Patterson,TOR,2016, PF,6268675,27,205.74,106.59412,79,6.9,4.3,1.2,9.3,0.046,0.146,0.131,0.534,0.07,56-26,0.683,82
Terrence Ross,TOR,2016, SG,3553917,25,200.66,88.45044,73,9.9,2.5,0.8,5.7,0.014,0.104,0.183,0.551,0.053,56-26,0.683,82
Kyle Lowry,TOR,2016, PG,12000000,30,182.88,92.98636,77,21.2,4.7,6.4,6,0.023,0.124,0.26,0.578,0.293,56-26,0.683,82
Lucas Nogueira,TOR,2016, C,1842000,23,213.36,99.79024,29,2.2,1.6,0.2,8.1,0.087,0.136,0.125,0.642,0.044,56-26,0.683,82
Norman Powell,TOR,2016, SG,650000,23,193.04,97.52228,49,5.6,2.3,1,4.9,0.026,0.142,0.179,0.541,0.102,56-26,0.683,82
Luis Scola,TOR,2016, PF,2900000,36,205.74,108.86208,76,8.7,4.8,0.9,-2.7,0.061,0.199,0.193,0.523,0.066,56-26,0.683,82
Jordan Clarkson,LAL,2016, PG,845059,24,195.58,87.996848,79,15.5,4,2.4,-13.1,0.037,0.096,0.228,0.516,0.139,17-65,0.207,82
Brandon Bass,LAL,2016, PF,3000000,31,203.2,113.398,66,7.2,4.3,1.1,-2.6,0.085,0.153,0.138,0.619,0.088,17-65,0.207,82
Anthony Brown,LAL,2016, F,700000,23,200.66,95.25432,29,4,2.4,0.7,-4.3,0.015,0.116,0.11,0.427,0.048,17-65,0.207,82
D'Angelo Russell,LAL,2016, SG,5103120,20,195.58,88.45044,80,13.2,3.4,3.3,-13,0.021,0.113,0.241,0.507,0.213,17-65,0.207,82
Robert Sacre,LAL,2016, C,981348,27,213.36,122.46984,25,3.5,2.9,0.6,-6.6,0.097,0.138,0.138,0.474,0.072,17-65,0.207,82
Roy Hibbert,LAL,2016, C,15592217,29,218.44,122.46984,81,5.9,4.9,1.2,-18,0.071,0.154,0.13,0.507,0.082,17-65,0.207,82
Ryan Kelly,LAL,2016, PF,1724250,25,210.82,104.32616,36,4.2,3.4,0.6,-0.9,0.046,0.229,0.176,0.44,0.07,17-65,0.207,82
Tarik Black,LAL,2016, C,845059,24,205.74,113.398,39,3.4,4,0.4,0.7,0.1,0.257,0.13,0.537,0.053,17-65,0.207,82
Kobe Bryant,LAL,2016, SF,25000000,37,198.12,96.161504,66,17.6,3.7,2.8,-15.8,0.023,0.123,0.319,0.469,0.183,17-65,0.207,82
Larry Nance Jr.,LAL,2016, PF,1155600,23,205.74,104.32616,63,5.5,5,0.7,-5.2,0.086,0.184,0.126,0.544,0.055,17-65,0.207,82
Lou Williams,LAL,2016, SG,7000000,29,185.42,79.3786,67,15.3,2.5,2.5,-10.8,0.017,0.08,0.227,0.584,0.149,17-65,0.207,82
Julius Randle,LAL,2016, PF,3132240,21,205.74,113.398,81,11.3,10.2,1.8,-15.4,0.077,0.327,0.212,0.482,0.111,17-65,0.207,82
Nick Young,LAL,2016, G,5219169,31,200.66,95.25432,54,7.3,1.8,0.6,-10.8,0.015,0.092,0.188,0.483,0.058,17-65,0.207,82
Metta World Peace,LAL,2016, SF,947276,36,200.66,117.93392,35,5,2.5,0.8,-6,0.033,0.125,0.165,0.435,0.078,17-65,0.207,82
Marvin Williams,CHA,2017, PF,12250000,31,205.74,107.501304,76,11.2,6.6,1.4,-0.5,0.042,0.202,0.163,0.551,0.072,36-46,0.439,82
Marco Belinelli,CHA,2017, SG,6333333,31,195.58,95.25432,74,10.5,2.4,2,-0.1,0.009,0.104,0.193,0.566,0.131,36-46,0.439,82
Michael Kidd-Gilchrist,CHA,2017, SF,13000000,23,200.66,105.233344,81,9.2,7,1.4,1.6,0.071,0.194,0.146,0.528,0.074,36-46,0.439,82
Nicolas Batum,CHA,2017, SG,20869566,28,203.2,90.7184,77,15.1,6.2,5.9,1.3,0.019,0.184,0.221,0.529,0.273,36-46,0.439,82
Miles Plumlee,CHA,2017, C,12500000,28,210.82,112.944408,45,2.5,2.1,0.5,-5.9,0.093,0.127,0.131,0.518,0.065,36-46,0.439,82
Mike Tobey,CHA,2017, C,67135,22,213.36,117.93392,2,1,1.5,0.5,-27.3,0.083,0.043,0.105,0.25,0.091,36-46,0.439,82
Kemba Walker,CHA,2017, PG,12000000,27,185.42,83.460928,79,23.2,3.9,5.5,3.6,0.018,0.107,0.291,0.569,0.282,36-46,0.439,82
Treveon Graham,CHA,2017, SG,543471,23,198.12,102.511792,27,2.1,0.8,0.2,-11.6,0.029,0.098,0.121,0.612,0.058,36-46,0.439,82
Ramon Sessions,CHA,2017, G,6000000,31,190.5,86.18248,50,6.2,1.5,2.6,-4.8,0.015,0.078,0.197,0.495,0.24,36-46,0.439,82
Cody Zeller,CHA,2017, C,5318313,24,213.36,108.86208,62,10.3,6.5,1.6,5.4,0.085,0.176,0.154,0.604,0.087,36-46,0.439,82
Christian Wood,CHA,2017, PF,874636,21,210.82,99.79024,13,2.7,2.2,0.2,5.5,0.149,0.143,0.153,0.591,0.031,36-46,0.439,82
Aaron Harrison,CHA,2017, G,874636,22,198.12,95.25432,5,0.2,0.6,0.6,-18.6,0,0.2,0.142,0.102,0.375,36-46,0.439,82
Briante Weber,CHA,2017, G,128623,24,187.96,74.84268,20,3.1,1.3,1.1,-10.8,0.043,0.126,0.173,0.462,0.168,36-46,0.439,82
Brian Roberts,CHA,2017, PG,980431,31,185.42,78.471416,41,3.5,1,1.3,-7,0.013,0.094,0.186,0.51,0.214,36-46,0.439,82
Johnny O'Bryant III,CHA,2017, PF,161483,24,205.74,116.573144,11,3.5,1.7,0.5,-15.2,0.13,0.161,0.211,0.582,0.125,36-46,0.439,82
Jeremy Lamb,CHA,2017, SG,6511628,25,195.58,83.91452,62,9.7,4.3,1.2,-1.1,0.029,0.224,0.235,0.55,0.113,36-46,0.439,82
Frank Kaminsky,CHA,2017, C,2730000,24,213.36,108.86208,75,11.7,4.5,2.2,0.9,0.033,0.158,0.22,0.502,0.131,36-46,0.439,82
Mason Plumlee,DEN,2017, PF,2328530,27,210.82,115.66596,81,10.4,7.5,3.5,0,0.09,0.222,0.181,0.558,0.187,40-42,0.488,82
Mike Miller,DEN,2017, SG,3500000,37,203.2,98.883056,20,1.4,1.9,1.1,-3.3,0.016,0.261,0.104,0.586,0.195,40-42,0.488,82
Nikola Jokic,DEN,2017, C,1358500,22,208.28,113.398,73,16.7,9.8,4.9,5.1,0.119,0.272,0.234,0.64,0.266,40-42,0.488,82
Malik Beasley,DEN,2017, SG,1627320,20,195.58,88.904032,22,3.8,0.8,0.5,15,0.036,0.072,0.222,0.536,0.098,40-42,0.488,82
Kenneth Faried,DEN,2017, F,12078652,27,203.2,103.418976,61,9.6,7.6,0.9,-3.1,0.157,0.243,0.181,0.588,0.064,40-42,0.488,82
Wilson Chandler,DEN,2017, SF,11233146,30,203.2,102.0582,71,15.7,6.5,2,-1.7,0.052,0.178,0.221,0.545,0.097,40-42,0.488,82
Will Barton,DEN,2017, SF,3533333,26,198.12,79.3786,60,13.7,4.3,3.4,-2.9,0.037,0.132,0.211,0.547,0.185,40-42,0.488,82
Roy Hibbert,DEN,2017, C,5000000,30,218.44,122.46984,48,4.6,3.2,0.4,-0.3,0.086,0.14,0.139,0.614,0.048,40-42,0.488,82
Darrell Arthur,DEN,2017, F,8070175,29,205.74,106.59412,41,6.4,2.7,1,-0.4,0.043,0.155,0.18,0.583,0.099,40-42,0.488,82
Danilo Gallinari,DEN,2017, PF,15050000,28,208.28,102.0582,63,18.2,5.2,2.1,2.7,0.021,0.144,0.2,0.622,0.09,40-42,0.488,82
Alonzo Gee,DEN,2017, SF,57672,30,198.12,102.0582,13,0.8,1.2,0.5,1.4,0.046,0.136,0.108,0.306,0.092,40-42,0.488,82
Jarnell Stokes,DEN,2017, C,980431,23,205.74,115.66596,2,1.5,1,1,-3.1,0.111,0.143,0.111,0.798,0.4,40-42,0.488,82
Jameer Nelson,DEN,2017, G,4540525,35,182.88,86.18248,75,9.2,2.6,5.1,1.1,0.015,0.089,0.157,0.544,0.258,40-42,0.488,82
Jamal Murray,DEN,2017, PG,3210840,20,193.04,93.893544,82,9.9,2.6,2.1,1,0.026,0.104,0.216,0.518,0.142,40-42,0.488,82
Emmanuel Mudiay,DEN,2017, PG,3241800,21,195.58,90.7184,55,11,3.2,3.9,-5.5,0.023,0.116,0.224,0.483,0.222,40-42,0.488,82
Gary Harris,DEN,2017, SG,1655880,22,193.04,95.25432,57,14.9,3.1,2.9,1,0.031,0.083,0.185,0.611,0.129,40-42,0.488,82
Matt Barnes,GSW,2017, SF,242224,37,200.66,102.511792,74,7.1,5.2,2.6,-2.5,0.045,0.2,0.156,0.514,0.162,67-15,0.817,82
Kevin Durant,GSW,2017, SF,26540100,28,205.74,108.86208,62,25.1,8.3,4.8,16,0.023,0.232,0.276,0.651,0.218,67-15,0.817,82
Kevon Looney,GSW,2017, PF,1182840,21,205.74,99.79024,53,2.5,2.3,0.5,0.2,0.107,0.189,0.133,0.553,0.094,67-15,0.817,82
Klay Thompson,GSW,2017, SG,16663575,27,200.66,97.52228,78,22.3,3.7,2.1,14.7,0.022,0.091,0.262,0.592,0.09,67-15,0.817,82
Stephen Curry,GSW,2017, PG,12112359,29,190.5,86.18248,79,25.3,4.5,6.6,17.2,0.027,0.113,0.292,0.624,0.287,67-15,0.817,82
Patrick McCaw,GSW,2017, SF,543471,21,200.66,83.91452,71,4,1.4,1.1,-0.7,0.021,0.078,0.119,0.54,0.099,67-15,0.817,82
Shaun Livingston,GSW,2017, G,5782450,31,200.66,87.089664,76,5.1,2,1.8,7.6,0.025,0.095,0.135,0.568,0.146,67-15,0.817,82
Damian Jones,GSW,2017, C,1171560,22,213.36,111.13004,10,1.9,2.3,0,-14.9,0.113,0.222,0.138,0.466,0,67-15,0.817,82
David West,GSW,2017, F,980431,36,205.74,113.398,68,4.6,3,2.2,9.1,0.069,0.192,0.194,0.571,0.26,67-15,0.817,82
Andre Iguodala,GSW,2017, SG,11131368,33,198.12,97.52228,76,7.6,4,3.4,13.4,0.03,0.131,0.113,0.624,0.169,67-15,0.817,82
Anderson Varejao,GSW,2017, C,980431,34,210.82,123.830616,14,1.3,1.9,0.7,-8.4,0.133,0.188,0.124,0.478,0.152,67-15,0.817,82
James Michael McAdoo,GSW,2017, SF,980431,24,205.74,108.86208,52,2.8,1.8,0.3,-0.7,0.08,0.129,0.149,0.543,0.06,67-15,0.817,82
JaVale McGee,GSW,2017, C,1403611,29,213.36,122.46984,77,6.1,3.2,0.2,18.7,0.156,0.187,0.226,0.642,0.032,67-15,0.817,82
Draymond Green,GSW,2017, PF,15330435,27,200.66,104.32616,76,10.2,7.9,7,15.9,0.046,0.205,0.16,0.522,0.272,67-15,0.817,82
Ian Clark,GSW,2017, G,980431,26,190.5,79.3786,77,6.8,1.6,1.2,3.1,0.023,0.09,0.198,0.575,0.122,67-15,0.817,82
Zaza Pachulia,GSW,2017, C,2898000,33,210.82,124.7378,70,6.1,5.9,1.9,15.8,0.13,0.225,0.151,0.588,0.131,67-15,0.817,82
Matthew Dellavedova,MIL,2017, PG,9607500,26,193.04,89.811216,76,7.6,1.9,4.7,-1.1,0.014,0.072,0.161,0.501,0.259,42-40,0.512,82
Michael Beasley,MIL,2017, SF,1403611,28,208.28,106.59412,56,9.4,3.4,0.9,-1.6,0.051,0.186,0.248,0.584,0.096,42-40,0.512,82
Mirza Teletovic,MIL,2017, PF,10500000,31,205.74,111.13004,70,6.4,2.3,0.7,3.4,0.011,0.15,0.191,0.515,0.063,42-40,0.512,82
Malcolm Brogdon,MIL,2017, PG,925000,24,195.58,97.52228,75,10.2,2.8,4.2,2.7,0.028,0.097,0.186,0.555,0.239,42-40,0.512,82
Khris Middleton,MIL,2017, SF,15200000,25,203.2,106.140528,29,14.7,4.2,3.4,5.7,0.015,0.153,0.232,0.57,0.175,42-40,0.512,82
Thon Maker,MIL,2017, C,2568600,20,215.9,101.151016,57,4,2,0.4,1.3,0.081,0.167,0.187,0.558,0.069,42-40,0.512,82
Tony Snell,MIL,2017, SF,2368327,25,200.66,98.429464,80,8.5,3.1,1.2,-1.2,0.011,0.111,0.122,0.603,0.058,42-40,0.512,82
Terrence Jones,MIL,2017, PF,980431,25,205.74,115.66596,54,10.8,5.7,1.1,-1.7,0.053,0.203,0.216,0.515,0.075,42-40,0.512,82
Steve Novak,MIL,2017, SF,980431,34,208.28,102.0582,8,0.6,0.4,0,-1.6,0,0.143,0.169,0.357,0,42-40,0.512,82
Rashad Vaughn,MIL,2017, G,1811040,20,198.12,91.625584,41,3.5,1.2,0.6,-7.6,0.01,0.112,0.173,0.449,0.085,42-40,0.512,82
Spencer Hawes,MIL,2017, PF,6348759,29,215.9,111.13004,54,6.2,3.5,1.5,-10.2,0.052,0.215,0.197,0.562,0.174,42-40,0.512,82
Jason Terry,MIL,2017, G,980431,39,187.96,83.91452,74,4.1,1.4,1.3,4.7,0.013,0.077,0.098,0.6,0.1,42-40,0.512,82
Jabari Parker,MIL,2017, PF,5374320,22,203.2,113.398,51,20.1,6.2,2.8,-2.5,0.053,0.151,0.26,0.563,0.137,42-40,0.512,82
John Henson,MIL,2017, PF,12517606,26,210.82,103.872568,58,6.8,5.1,1,-1.8,0.093,0.202,0.164,0.55,0.076,42-40,0.512,82
Greg Monroe,MIL,2017, C,17145838,27,210.82,120.20188,81,11.7,6.6,2.3,3.7,0.112,0.237,0.242,0.572,0.165,42-40,0.512,82
Giannis Antetokounmpo,MIL,2017, PF,2995421,22,210.82,100.697424,80,22.9,8.8,5.4,1.5,0.058,0.226,0.283,0.599,0.269,42-40,0.512,82
Gary Payton II,MIL,2017, PG,35116,24,190.5,86.18248,6,3.3,2,2.2,-26.5,0,0.148,0.162,0.413,0.224,42-40,0.512,82
Maurice Harkless,POR,2017, SF,8988765,24,205.74,99.79024,77,10,4.4,1.1,3.4,0.062,0.107,0.151,0.57,0.056,41-41,0.5,82
Meyers Leonard,POR,2017, C,9213483,25,215.9,115.66596,74,5.4,3.2,1,-2.6,0.024,0.194,0.157,0.507,0.085,41-41,0.5,82
Noah Vonleh,POR,2017, PF,2751360,21,205.74,111.13004,74,4.4,5.2,0.4,-2,0.111,0.224,0.131,0.525,0.036,41-41,0.5,82
Jusuf Nurkic,POR,2017, C,1921320,22,213.36,127.00576,65,10.2,7.2,1.9,-2.1,0.124,0.236,0.235,0.528,0.142,41-41,0.5,82
Pat Connaughton,POR,2017, SG,874636,24,195.58,95.25432,39,2.5,1.3,0.7,-5.2,0.036,0.144,0.132,0.645,0.137,41-41,0.5,82
Tim Quarterman,POR,2017, G,543471,22,198.12,86.18248,16,1.9,0.9,0.7,0,0.053,0.119,0.236,0.511,0.234,41-41,0.5,82
Shabazz Napier,POR,2017, PG,1350120,25,185.42,79.3786,53,4.1,1.2,1.3,2.7,0.019,0.122,0.224,0.533,0.2,41-41,0.5,82
CJ McCollum,POR,2017, SG,3219579,25,190.5,86.18248,80,23,3.6,3.6,1.2,0.024,0.09,0.274,0.585,0.175,41-41,0.5,82
Damian Lillard,POR,2017, PG,24328425,26,190.5,88.45044,75,27,4.9,5.9,1.2,0.018,0.134,0.309,0.586,0.277,41-41,0.5,82
Allen Crabbe,POR,2017, G,18500000,25,198.12,97.52228,79,10.7,2.9,1.2,-2.8,0.009,0.105,0.149,0.602,0.063,41-41,0.5,82
Al-Farouq Aminu,POR,2017, PF,7680965,26,205.74,99.79024,61,8.7,7.4,1.6,1.8,0.049,0.232,0.158,0.506,0.082,41-41,0.5,82
Jake Layman,POR,2017, SF,600000,23,205.74,95.25432,35,2.2,0.7,0.3,-0.4,0.025,0.072,0.191,0.404,0.072,41-41,0.5,82
Ed Davis,POR,2017, C,6666667,28,208.28,111.13004,46,4.3,5.3,0.6,-5.9,0.128,0.213,0.119,0.563,0.05,41-41,0.5,82
Evan Turner,POR,2017, SG,16393443,28,200.66,99.79024,65,9,3.8,3.2,-4.5,0.024,0.144,0.186,0.491,0.196,41-41,0.5,82
Metta World Peace,LAL,2017, SF,980431,37,200.66,117.93392,25,2.3,0.8,0.4,-17.7,0.031,0.118,0.225,0.38,0.113,26-56,0.317,82
Nick Young,LAL,2017, G,5443918,32,200.66,95.25432,60,13.2,2.3,1,-6.9,0.017,0.081,0.195,0.588,0.057,26-56,0.317,82
Julius Randle,LAL,2017, PF,3267120,22,205.74,113.398,74,13.2,8.6,3.6,-10.2,0.074,0.254,0.215,0.543,0.195,26-56,0.317,82
Luol Deng,LAL,2017, F,18000000,32,205.74,99.79024,56,7.6,5.3,1.3,-6.4,0.044,0.172,0.143,0.47,0.073,26-56,0.317,82
Larry Nance Jr.,LAL,2017, PF,1207680,24,205.74,104.32616,63,7.1,5.9,1.5,-5,0.089,0.204,0.134,0.567,0.096,26-56,0.317,82
Timofey Mozgov,LAL,2017, C,16000000,30,215.9,124.7378,54,7.4,4.9,0.8,-9.2,0.097,0.16,0.17,0.553,0.061,26-56,0.317,82
Thomas Robinson,LAL,2017, F,980431,26,208.28,107.501304,48,5,4.6,0.6,-7.5,0.158,0.304,0.206,0.535,0.088,26-56,0.317,82
Tarik Black,LAL,2017, C,6191000,25,205.74,113.398,67,5.7,5.1,0.6,-1.9,0.138,0.202,0.154,0.56,0.052,26-56,0.317,82
Tyler Ennis,LAL,2017, G,1733880,22,190.5,87.996848,53,4.3,0.8,1.6,-0.2,0.017,0.072,0.194,0.521,0.211,26-56,0.317,82
D'Angelo Russell,LAL,2017, SG,5332800,21,195.58,88.45044,63,15.6,3.5,4.8,-8.7,0.018,0.12,0.267,0.518,0.269,26-56,0.317,82
Corey Brewer,LAL,2017, SG,7612172,31,205.74,84.368112,82,4.5,2,1.2,3,0.027,0.118,0.145,0.491,0.104,26-56,0.317,82
David Nwaba,LAL,2017, SG,73528,24,193.04,94.800728,20,6,3.2,0.7,2.2,0.049,0.131,0.12,0.611,0.048,26-56,0.317,82
Brandon Ingram,LAL,2017, SF,5281680,19,205.74,86.18248,79,9.4,4,2.1,-8,0.028,0.128,0.169,0.474,0.105,26-56,0.317,82
Jordan Clarkson,LAL,2017, PG,12500000,25,195.58,87.996848,82,14.7,3,2.6,-8.9,0.022,0.093,0.232,0.526,0.143,26-56,0.317,82
Ivica Zubac,LAL,2017, C,1034956,20,215.9,108.86208,38,7.5,4.2,0.8,-9.3,0.072,0.21,0.204,0.547,0.078,26-56,0.317,82
Michael Carter-Williams,CHI,2017, PG,3183526,25,198.12,86.18248,45,6.6,3.4,2.5,-0.8,0.029,0.169,0.207,0.437,0.203,41-41,0.5,82
Nikola Mirotic,CHI,2017, F,5782450,26,208.28,107.954896,70,10.6,5.5,1.1,4.7,0.04,0.208,0.198,0.546,0.069,41-41,0.5,82
Rajon Rondo,CHI,2017, PG,14000000,31,185.42,84.368112,69,7.8,5.1,6.7,-2.1,0.043,0.167,0.177,0.461,0.361,41-41,0.5,82
RJ Hunter,CHI,2017, G,864346,23,195.58,83.91452,3,0,0.3,0,-57.8,0,0.077,0.042,0,0,41-41,0.5,82
Paul Zipser,CHI,2017, F,750000,23,203.2,95.25432,44,5.5,2.8,0.8,1.6,0.019,0.138,0.145,0.503,0.062,41-41,0.5,82
Robin Lopez,CHI,2017, C,13219250,29,213.36,115.66596,81,10.4,6.4,1,0.2,0.114,0.131,0.174,0.511,0.054,41-41,0.5,82
Cristiano Felicio,CHI,2017, PF,874636,24,205.74,120.655472,66,4.8,4.7,0.6,-0.1,0.131,0.199,0.126,0.603,0.061,41-41,0.5,82
Cameron Payne,CHI,2017, PG,2112480,22,190.5,83.91452,31,5.2,1.5,1.8,-8.7,0.007,0.111,0.215,0.407,0.195,41-41,0.5,82
Denzel Valentine,CHI,2017, SG,2092200,23,198.12,96.161504,57,5.1,2.6,1.1,-0.5,0.012,0.161,0.156,0.492,0.095,41-41,0.5,82
Anthony Morrow,CHI,2017, SG,3488000,31,195.58,95.25432,49,5.5,0.6,0.5,-1.8,0.018,0.03,0.161,0.505,0.052,41-41,0.5,82
Bobby Portis,CHI,2017, PF,1453680,22,210.82,111.583632,64,6.8,4.6,0.5,-4.3,0.078,0.242,0.193,0.545,0.059,41-41,0.5,82
Joffrey Lauvergne,CHI,2017, F,1709719,25,210.82,99.79024,70,5.4,3.6,1,-5.6,0.082,0.205,0.188,0.509,0.11,41-41,0.5,82
Jimmy Butler,CHI,2017, SF,17552209,27,200.66,104.779752,76,23.9,6.2,5.5,3,0.05,0.131,0.265,0.586,0.243,41-41,0.5,82
Jerian Grant,CHI,2017, PG,1643040,24,193.04,89.811216,63,5.9,1.8,1.9,2.6,0.018,0.1,0.163,0.555,0.172,41-41,0.5,82
Dwyane Wade,CHI,2017, G,23200000,35,193.04,99.79024,60,18.3,4.5,3.8,-2.4,0.037,0.125,0.293,0.508,0.221,41-41,0.5,82
Isaiah Canaan,CHI,2017, G,1015696,26,182.88,91.171992,39,4.6,1.3,0.9,-6.8,0.01,0.082,0.156,0.483,0.099,41-41,0.5,82
Marshall Plumlee,NYK,2017, C,543471,24,213.36,113.398,21,1.9,2.4,0.5,-1.9,0.144,0.193,0.125,0.521,0.082,31-51,0.378,82
Maurice Ndour,NYK,2017, SF,543471,25,205.74,90.7184,32,3.1,2,0.3,-1.4,0.073,0.149,0.145,0.503,0.037,31-51,0.378,82
